facilityName;streetAdress;city;state;zipCode;publicPhone
LOCUST VALLEY POST OFFICE;115 FOREST AVENUE;LOCUST VALLEY;NY;11560;5166717824
LONG BEACH POST OFFICE;101 EAST PARK AVENUE;LONG BEACH;NY;11561;5164325484
LONG ISLAND CITY MPO;46-02 21ST STREET;LONG ISLAND CITY;NY;11101;7183494600
LEWIS COUNTY CLERK;7660 NORTH STATE STREET;LOWVILLE;NY;13367;3153765333
LYNBROOK POST OFFICE;100 BROADWAY;LYNBROOK;NY;11563;5165990392
WAYNE COUNTY CLERK;9 PEARL STREET;LYONS;NY;14489;3159467470
MACEDON POST OFFICE;1475 CANANDAIGUA RD;MACEDON;NY;14502;3159864904
MAHOPAC POST OFFICE;346 ROUTE 6;MAHOPAC;NY;10541;8456281061
FRANKLIN COUNTY CLERK;355 WEST MAIN STREET;MALONE;NY;12953;5184811681
MALONE POST OFFICE;482 E MAIN ST;MALONE;NY;12953;5184834220
BALLSTON SPA - MALTA BRANCH POST OFFICE;12 HEMPHILL PLACE;MALTA;NY;12020;5188996254
MAMARONECK POST OFFICE;309 MOUNT PLEASANT AVE.;MAMARONECK;NY;10543;9146983229
MANHASSET POST OFFICE;28 MAPLE PLACE;MANHASSET;NY;11030;5166270536
TOWN CLERK-TOWN OF NORTH HEMPSTEAD;200 PLANDOME ROAD;MANHASSET;NY;11030;5168697977
MANLIUS POST OFFICE;110 WESLEY STREET;MANLIUS;NY;13104;3156826770
POMPEY TOWN CLERK;8354 US ROUTE 20;MANLIUS;NY;13104;3156829877
MANORVILLE POST OFFICE;525 EASTPORT MANOR ROAD;MANORVILLE;NY;11949;6317270064
MARATHON POST OFFICE;12 MAIN STREET;MARATHON;NY;13803;6078493817
MARCELLUS TOWN CLERK;24 EAST MAIN STREET;MARCELLUS;NY;13108;3156733269
MARCY POST OFFICE;5735 CAVANAUGH RD.;MARCY;NY;13403;3157367072
MARGARETVILLE POST OFFICE;315 MAIN STREET;MARGARETVILLE;NY;12455;8455862967
MARLBORO FREE LIBRARY;1251 ROUTE 9W;MARLBORO;NY;12542;8452367272
MASSAPEQUA POST OFFICE;80 KILLIANS ROAD;MASSAPEQUA;NY;11758;5167984112
TOWN OF OYSTER BAY - SOUTH;977 HICKSVILLE ROAD;MASSAPEQUA;NY;11758;5167977960
INCORPORATED VILLAGE OF MASSAPEQUA PARK;151 FRONT STREET;MASSAPEQUA PARK;NY;11762;5167980244
MASSENA POST OFFICE;100 MAIN ST;MASSENA;NY;13662;3157695935
MATTITUCK POST OFFICE;140 LOVE LANE;MATTITUCK;NY;11952;6312981364
GEORGE C BULLIS MEMORIAL COMMUNITY CENTER;101 MAIN STREET;MAYBROOK;NY;12543;8454272914
CHAUTAUQUA COUNTY CLERK;1 NORTH ERIE STREET;MAYVILLE;NY;14757;7167534331
MECHANICVILLE POST OFFICE;18 SOUTH MAIN STREET;MECHANICVILLE;NY;12118;5186644731
MEDFORD POST OFFICE;1905 ROUTE 112;MEDFORD;NY;11763;6314754244
MEDINA POST OFFICE;128 WEST CENTER STREET;MEDINA;NY;14103;5857982440
MEXICO POST OFFICE;5640 NORMAN AVENUE;MEXICO;NY;13114;3159633611
MIDDLE ISLAND POST OFFICE;780 MIDDLE COUNTRY ROAD;MIDDLE ISLAND;NY;11953;6312051089
MIDDLEPORT POST OFFICE;42 MAIN ST;MIDDLEPORT;NY;14105;7167353300
MIDDLETOWN POST OFFICE;40 FULTON STREET;MIDDLETOWN;NY;10940;8453411568
MILLERTON POST OFFICE;33 CENTURY BLVD;MILLERTON;NY;12546;5187899093
MINEOLA POST OFFICE;160 FIRST STREET;MINEOLA;NY;11501;5167461372
NASSAU COUNTY CLERK;240 OLD COUNTRY ROAD;MINEOLA;NY;11501;5165712664
MOHEGAN LAKE POST OFFICE;3147 EAST MAIN ST;MOHEGAN LAKE;NY;10547;9145289067
KIRYAS JOEL COMMUNITY SERVICES DEPARTMENT;51 FOREST ROAD;MONROE;NY;10950;8457838300
MONROE POST OFFICE;787 STATE ROUTE 17M;MONROE;NY;10950;8457837827
MONSEY POST OFFICE;15 MELNICK DRIVE;MONSEY;NY;10952;8457323170
MONTAUK LIBRARY;871 MONTAUK HIGHWAY;MONTAUK;NY;11954;6316683377
MONTICELLO POST OFFICE;486 BROADWAY;MONTICELLO;NY;12701;8457947498
SULLIVAN COUNTY CLERK;100 NORTH STREET GOVERNMENT CENTER;MONTICELLO;NY;12701;8458070411
HENDRICK HUDSON FREE LIBRARY;185 KINGS FERRY ROAD;MONTROSE;NY;10548;9147395654
MONTROSE POST OFFICE;13 KINGS FERRY ST;MONTROSE;NY;10548;9147377539
MORRISONVILLE POST OFFICE;1934 STATE. RTE. 22B;MORRISONVILLE;NY;12962;5185617496
MORRISVILLE POST OFFICE;18 EATON STREET;MORRISVILLE;NY;13408;3156849188
MOUNT KISCO POST OFFICE;3 MORGAN DRIVE;MOUNT KISCO;NY;10549;9146663842
MOUNT VERNON POST OFFICE;15 SOUTH FIRST AVENUE;MOUNT VERNON;NY;10550;9146687672
MT MORRIS POST OFFICE;31 CHAPEL STREET;MT. MORRIS;NY;14510;15856583200
ROCKLAND COUNTY CLERK;1 SOUTH MAIN STREETSUITE 100;NEW CITY;NY;10956;8456385732
NEW HAMPTON POST OFFICE;5070 ROUTE 17M;NEW HAMPTON;NY;10958;8453743234
NEW HARTFORD POST OFFICE;40 CAMPION ROAD;NEW HARTFORD;NY;13413;3157330453
NEW HYDE PARK POST OFFICE;1001 SECOND AVENUE;NEW HYDE PARK;NY;11040;5163546024
NEW ROCHELLE POST OFFICE;255 NORTH AVE;NEW ROCHELLE;NY;10801;9146326669
ANSONIA STATION;178 COLUMBUS AVENUE;NEW YORK;NY;10023;2123621697
AUDUBON STATION;511 WEST 165TH STREET;NEW YORK;NY;10032;2125682387
CATHEDRAL STATION;215 WEST 104TH STREET;NEW YORK;NY;10025;2126620355
CHEROKEE FINANCE STATION;1483 YORK AVENUE;NEW YORK;NY;10075;2125178361
CHURCH STREET STATION;90 CHURCH STREET;NEW YORK;NY;10007;2123305019
COLONIAL PARK STATION;99 MACOMBS PLACE;NEW YORK;NY;10039;2123684863
FORT GEORGE STATION;4558 BROADWAY;NEW YORK;NY;10040;2129425266
FRANKLIN D ROOSEVELT STATION;909 THIRD AVENUE;NEW YORK;NY;10022;2123305508
GRACIE STATION;229 EAST 85TH STREET;NEW YORK;NY;10028;2129886680
GRAND CENTRAL STATION;450 LEXINGTON AVENUE;NEW YORK;NY;10017;2123305700
GREELEY SQUARE STATION;4 EAST 27TH STREET;NEW YORK;NY;10001;2126832510
INWOOD STATION;90 VERMILYEA AVENUE;NEW YORK;NY;10034;2125677821
JAMES A FARLEY POST OFFICE;421 8TH AVENUE;NEW YORK;NY;10001;2123303296
LENOX HILL STATION;217 EAST 70TH STREET;NEW YORK;NY;10021;2128794401
LINCOLNTON STATION;2266 5TH AVENUE;NEW YORK;NY;10037;2122813281
MADISON SQUARE STATION;149 EAST 23RD STREET;NEW YORK;NY;10010;2126733771
MANHATTANVILLE STATION;365 WEST 125TH STREET;NEW YORK;NY;10027;2126621540
MIDTOWN STATION;223 WEST 38TH STREET;NEW YORK;NY;10018;2129446598
NEW YORK COUNTY CLERK;60 CENTRE ST;NEW YORK;NY;10007;6463865946
