facilityName;streetAdress;city;state;zipCode;publicPhone
RIDGEVILLE POST OFFICE;185 CHURCH ST;RIDGEVILLE;SC;29472;8438733512
YORK COUNTY CLERK OF COURT;933 HECKLE BLVD, STE 101;ROCK HILL;SC;29732;8039091892
SALUDA POST OFFICE;424 TRAVIS AVE.;SALUDA;SC;29138;8644457411
SANDY SPRINGS POST OFFICE;5410 CLEMSON BLVD;SANDY SPRINGS;SC;29677;8642618585
SANTEE POST OFFICE;689 BASS DRIVE;SANTEE;SC;29142;8038542154
SCRANTON POST OFFICE;1810 US HWY 52;SCRANTON;SC;29591;8433894500
SENECA POST OFFICE;508 E MAIN ST;SENECA;SC;29678;8648828422
SHAW AFB POST OFFICE;510 NELSON AVENUE;SHAW AFB;SC;29152;8036662153
SIMPSONVILLE MAIN POST OFFICE;634 NE MAIN ST;SIMPSONVILLE;SC;29681;8649635909
SPARTANBURG COUNTY PUBLIC LIBRARY;151 S CHURCH STREET;SPARTANBURG;SC;29306;8645963505
SPARTANBURG POST OFFICE;250 S CHURCH ST;SPARTANBURG;SC;29306;8645850304
CALHOUN COUNTY LIBRARY;900 F R HUFF DRIVE;ST MATTHEWS;SC;29135;8038743389
ST STEPHEN MAIN POST OFFICE;3981 BRYNES DR;ST STEPHEN;SC;29479;8435672247
ST GEORGE POST OFFICE;5988 WEST JIM BILTON BLVD;ST. GEORGE;SC;29477;8435633551
SUMMERTON POST OFFICE;4 LARRY KING HWY;SUMMERTON;SC;29148;8034854533
SUMTER POST OFFICE;311 N MAIN ST;SUMTER;SC;29150;8037737312
SWANSEA POST OFFICE;295 S CHURCH STREET;SWANSEA;SC;29160;8035682837
TAYLORS POST OFFICE;4359 WADE HAMPTON;TAYLORS;SC;29687;8642441896
UNION POST OFFICE;804 INDUSTRIAL PARK RD;UNION;SC;29379;8644277638
WAGENER POST OFFICE;171 PARK ST NE;WAGENER;SC;29164;8035645781
WALHALLA POST OFFICE;208 W NORTH BROAD STREET;WALHALLA;SC;29691;8646383523
COLLETON COUNTY CLERK OF COURT;101 HAMPTON STREET;WALTERBORO;SC;29488;8435495791
WELLFORD POST OFFICE;1003 MAIN STREET;WELLFORD;SC;29385;8644399214
CAYCE - WEST COLUMBIA POST OFFICE;1535 PLATT SPRINGS RD;WEST COLUMBIA;SC;29169;8037960455
WHITE ROCK POST OFFICE;1947 DUTCH FORK RD;WHITE ROCK;SC;29177;8037819380
WHITMIRE POST OFFICE;205 MAIN STREET;WHITMIRE;SC;29178;8036943612
WINNSBORO POST OFFICE;144 N CONGRESS ST;WINNSBORO;SC;29180;8036359486
WOODRUFF POST OFFICE;955 N MAIN ST;WOODRUFF;SC;29388;8644762221
YEMASSEE MAIN OFFICE;27 SALKAHATCHIE ROAD;YEMASSEE;SC;29945;8435892831
