facilityName;streetAdress;city;state;zipCode;publicPhone
DODGE COUNTY FINANCE;721 MAIN ST N;MANTORVILLE;MN;55955;5076356240
CITY OF MAPLE GROVE;12800 ARBOR LAKES PARKWAY;MAPLE GROVE;MN;55369;7634945988
CITY OF MAPLEWOOD;1830 COUNTY RD B EAST;MAPLEWOOD;MN;55109;6512492020
LYON COUNTY;607 WEST MAIN ST;MARSHALL;MN;56258;5075376980
USPO - MARSHALL;302 W LYON ST.;MARSHALL;MN;56258;5075324937
MILLE LACS COUNTY AUDITORS OFFICE;635 2ND ST SE;MILACA;MN;56353;3209838310
MINNEAPOLIS MAIN POST OFFICE;100 SOUTH 1ST ST;MINNEAPOLIS;MN;55401;6123494713
UNIVERSITY OF MN - UNIVERSITY INTERNATIONAL CENTER;331 17TH AVE SE;MINNEAPOLIS;MN;55414;6126255186
USPO - LORING STATION;18 NORTH 12TH STREET;MINNEAPOLIS;MN;55403;6123336213
USPO - MINNEOTA;114 E 1ST ST;MINNEOTA;MN;56264;5078726382
CHIPPEWA COUNTY FAMILY SERVICES;719 N. 7TH ST;MONTEVIDEO;MN;56265;3202696401
USPO - MOORHEAD;119 S FIFTH STREET S;MOORHEAD;MN;56560;2184222001
USPO - MOOSE LAKE;205 ELM AVE.;MOOSE LAKE;MN;55767;2184854303
KANABEC COUNTY AUDITOR - TREASURERS OFFICE;18 N. VINE ST. SUITE 261A;MORA;MN;55051;3206796430
STEVENS COUNTY AUDITOR - TREASURER;400 COLORADO AVE;MORRIS;MN;56267;3202086570
CITY OF NEW BRIGHTON;803 OLD HIGHWAY 8 NE;NEW BRIGHTON;MN;55112; 
BROWN COUNTY RECORDER;14 S. STATE ST.;NEW ULM;MN;56073;5072336658
RENVILLE COUNTY RECORDER;500 E DEPUE AVE;OLIVIA;MN;56277;3205233669
BIG STONE COUNTY TREASURER;20 2ND ST SE;ORTONVILLE;MN;56278;3208396395
STEELE COUNTY RECORDER;630 FLORENCE AVE.;OWATONNA;MN;55060;5074447450
HUBBARD COUNTY;301 COURT AVE;PARK RAPIDS;MN;56470;2187323452
USPO - PAYNESVILLE;211 W. JAMES ST.;PAYNESVILLE;MN;56362;3202433954
USPO - PILLAGER;123 CEDAR AVE E;PILLAGER;MN;56473;2187463180
PIPESTONE COUNTY COURTHOUSE;416 SOUTH HIAWATHA AVE;PIPESTONE;MN;56164;5078251233
FILLMORE COUNTY AUDITOR - TREASURER OFFICE;101 FILLMORE ST;PRESTON;MN;55965;5077654701
RED LAKE COUNTY AUDITOR;124 LANGEVIN AVE;RED LAKE FALLS;MN;56750;2182532598
GOODHUE COUNTY RECORDER;509 W 5TH STREET;RED WING;MN;55066;6513853223
REDWOOD COUNTY GOVERNMENT CENTER;403 S MILL ST;REDWOOD FALLS;MN;56283;5076374016
CITY OF RICHFIELD;6700 PORTLAND AVE. S;RICHFIELD;MN;55423;6128619730
CITY OF ROBBINSDALE;4100 LAKEVIEW AVE N;ROBBINSDALE;MN;55422;7635358133
OLMSTED COUNTY PASSPORT OFFICE;151 4TH STREET SE;ROCHESTER;MN;55904;5073287629
ROSEAU COUNTY RECORDER;606 5 AVENUE SW ROOM 170;ROSEAU;MN;56751;2184632061
ROSEVILLE PASSPORT CENTER;2737 LEXINGTON AVE N;ROSEVILLE;MN;55113;6517927010
SCOTT COUNTY RECORDER;200 FOURTH AVE W;SHAKOPEE;MN;55379;9524968150
MURRAY COUNTY RECORDER;2500 28TH STREET;SLAYTON;MN;56172;5078361161
USPO - ST CHARLES;1201 WHITEWATER AVE.;ST. CHARLES;MN;55972;5079324552
STEARNS COUNTY AUDITOR-TREASURER;705 COURTHOUSE SQUARE ROOM 136;ST. CLOUD;MN;56303;3206563877
WATONWAN COUNTY RECORDER;710 2ND AVE. S.;ST. JAMES;MN;56081;5073751216
USPO - ST JOSEPH;117 W. ASH ST.;ST. JOSEPH;MN;56374;3203638360
RAMSEY COUNTY PROPERTY RECORDS AND REVENUE DEPT;90 PLATO BLVD W;ST. PAUL;MN;55107;6512662180
USPO - TWIN CITIES AMC;5001 NORTHWEST DRIVE;ST. PAUL;MN;55111;6129707645
USPS - ELWAY;1715 SEVENTH STREET WEST;ST. PAUL;MN;55116;6516992762
NICOLLET COUNTY RECORDER;501 S. MINNESOTA AVE.;ST. PETER;MN;56082;5079347322
WASHINGTON COUNTY - STILLWATER LICENSE CENTER;1520 W FRONTAGE ROAD;STILLWATER;MN;55082;6512757010
PENNINGTON COUNTY AUDITOR/TREASURER;101 MAIN AVE N;THIEF RIVER FALLS;MN;56701;2186837022
USPO - VIRGINIA;231 1ST ST. S.;VIRGINIA;MN;55792;2187414919
WADENA COUNTY PLANNING - ZONING;415 JEFFERSON ST. S;WADENA;MN;56482;2186317604
STEARNS COUNTY SERVICE CENTER;3301 COUNTY RD 138;WAITE PARK;MN;56387;3206566540
CASS COUNTY RECORDER;303 MINNESOTA AVE WEST;WALKER;MN;56484;2185477381
MARSHALL COUNTY ASSESSOR OFFICE;208 E COLVIN AVE;WARREN;MN;56762;2187455331
WASECA COUNTY RECORDERS OFFICE;307 N STATE ST;WASECA;MN;56093;5078350671
CITY OF WAYZATA MOTOR VEHICLE DEPT;600 RICE ST E;WAYZATA;MN;55391;9524045320
USPO - WAYZATA;229 MINNETONKA AVE S.;WAYZATA;MN;55391;9524756809
CITY OF WHITE BEAR LAKE;4701 HIGHWAY 61;WHITE BEAR LAKE;MN;55110;6514075300
KANDIYOHI COUNTY OFFICE BUILDING;400 SW BENSON AVE;WILLMAR;MN;56201;3202316202
COTTONWOOD COUNTY AUDITOR - TREASURER OFFICE;900 3RD AVE;WINDOM;MN;56101;5078311905
USPO - WINONA;67 W 5TH ST;WINONA;MN;55987;5074545268
WINONA STATE UNIVERSITY;170  W 8TH STREET;WINONA;MN;55987;5074575081
WASHINGTON COUNTY SERVICE CENTER - WOODBURY;2150 RADIO DRIVE;WOODBURY;MN;55125;6512758600
USPO - WORTHINGTON;850 10TH ST.;WORTHINGTON;MN;56187;5073764870
USPO - ZIMMERMAN;26278  2ND ST. E;ZIMMERMAN;MN;55398;7638569540
