facilityName;streetAdress;city;state;zipCode;publicPhone
USPS BOYNTON BEACH MAIN POST OFFICE;1530 W BOYNTON BEACH BLVD;BOYNTON BEACH;FL;33436;5617407329
MANATEE COUNTY CLERK OF COURT;1115 MANATEE AVE W;BRADENTON;FL;34205;9417414020
HILLSBOROUGH COUNTY CLERK OF COURT - BRANDON REGIONAL SERVICE CENTER;311 PAULS DR;BRANDON;FL;33511;8132768100
USPS BRANDON POST OFFICE;1315 OAKFIELD DR;BRANDON;FL;33511;8136611503
LIBERTY COUNTY CLERK OF COURT;10818 NW STATE ROAD 20;BRISTOL;FL;32321;8506432215
BROOKSVILLE MAIN POST OFFICE;19101 CORTEZ BLVD.;BROOKSVILLE;FL;34601;3525444093
HERNANDO COUNTY CLERK OF COURT - MAIN OFFICE;20 N MAIN ST;BROOKSVILLE;FL;34601;3525406768
FLAGLER COUNTY PUBLIC LIBRARY- BUNNELL BRANCH;103 E. MOODY BLVD.;BUNNELL;FL;32110;3864377390
USPS BUNNELL MAIN POST OFFICE;704 E MOODY BVLD;BUNNELL;FL;32110;3864378453
SUMTER COUNTY CLERK OF COURT - MAIN OFFICE;215 E MCCOLLUM AVE;BUSHNELL;FL;33513;3525696600
CITY OF CAPE CORAL;1015 CULTURAL PARK BLVD;CAPE CORAL;FL;33990;2395740411
USPS CASSELBERRY MAIN POST OFFICE;109 LIVE OAKS BLVD;CASSELBERRY;FL;32707;4073397288
USPS CENTURY POST OFFICE;8450 N CENTURY BLVD;CENTURY;FL;32535;8502562376
WASHINGTON COUNTY CLERK OF COURT;1293 JACKSON AVE;CHIPLEY;FL;32428;8506386285
USPS CHRISTMAS POST OFFICE;23580 E COLONIAL DR;CHRISTMAS;FL;32709;4075682941
PINELLAS COUNTY CLERK OF COURT - CLEARWATER BRANCH;315 COURT ST;CLEARWATER;FL;33756;7274647000
PINELLAS COUNTY CLERK OF COURT - NORTH COUNTY BRANCH;29582 US HWY 19 N;CLEARWATER;FL;33761;7274647000
USPS CLEARWATER MAIN POST OFFICE;100 S BELCHER RD;CLEARWATER;FL;33765;7274642906
CITY OF COCOA - OFFICE OF THE CITY CLERK;65 STONE ST;COCOA;FL;32922;3214338480
USPS COCOA POST OFFICE;2000 STATE ROAD 524;COCOA;FL;32926;3216327190
CITY OF COOPER CITY;9090 SW 50TH PLACE;COOPER CITY;FL;33328;9544344300
CITY OF CORAL GABLES;4520 PONCE DE LEON BLVD;CORAL GABLES;FL;33146;3054605351
CITY OF CORAL SPRINGS - CITY HALL IN THE MALL;9239 W ATLANTIC BLVD;CORAL SPRINGS;FL;33071;9543441828
USPS CORTEZ POST OFFICE;12112 44TH AVE W;CORTEZ;FL;34215;9417941219
WAKULLA COUNTY CLERK OF COURT;3056 CRAWFORDVILLE HWY;CRAWFORDVILLE;FL;32327;8509260905
PUTNAM COUNTY CLERK OF COURT - CRESCENT CITY SATELLITE OFFICE;115 N SUMMIT ST;CRESCENT CITY;FL;32190;3866981217
OKALOOSA COUNTY CLERK OF COURT - COURTHOUSE;101 E JAMES LEE BLVD;CRESTVIEW;FL;32536;8506895000
USPS CRESTVIEW POST OFFICE;1325 COMMERCE DR;CRESTVIEW;FL;32539;8506822634
PASCO COUNTY CLERK OF COURT - EAST PASCO GOVERNMENT CENTER;14236 6TH ST;DADE CITY;FL;33523;3525214469
USPS DANIA POST OFFICE;21 NW 1ST AVE;DANIA;FL;33004;9549295745
USPS DAYTONA BEACH MAIN POST OFFICE;500 BILL FRANCE BOULEVARD;DAYTONA BEACH;FL;32114;3862746329
USPS DE LEON SPRINGS POST OFFICE;155 PONCE DE LEON BLVD;DE LEON SPRINGS;FL;32130;3869854326
USPS DEBARY POST OFFICE;133 S CHARLES RICHARD BEALL BLVD;DEBARY;FL;32713;3866685468
BROWARD COUNTY CLERK OF COURT - NORTH REGIONAL COURTHOUSE;1600 W HILLSBORO BLVD;DEERFIELD BEACH;FL;33442;9548311453
USPS DEERFIELD BEACH POST OFFICE;212 E HILLSBORO BLVD;DEERFIELD BEACH;FL;33441;9544210812
WALTON COUNTY CLERK OF COURT - MAIN COURTHOUSE;571 US HWY 90 E;DEFUNIAK SPRINGS;FL;32433;8508928115
VOLUSIA COUNTY CLERK OF COURT - VOLUSIA COUNTY COURTHOUSE;101 N ALABAMA AVE;DELAND;FL;32724;3867365913
PALM BEACH COUNTY CLERK OF COURT- SOUTH COUNTY COURTHOUSE;200 W ATLANTIC AVE;DELRAY BEACH;FL;33444;5612741588
USPS EDGEWATER POST OFFICE;400 S RIDGEWOOD AVE;EDGEWATER;FL;32132;3864286656
USPS EGLIN AFB POST OFFICE;307 W VAN MATRE AVE;EGLIN AFB;FL;32542;8508823548
USPS ENGLEWOOD MAIN POST OFFICE;950 S RIVER RD;ENGLEWOOD;FL;34223;9414758372
COLLIER COUNTY CLERK OF COURT - EVERGLADES CITY HALL;102 COPELAND AVE;EVERGLADES CITY;FL;34139;2392525477
USPS FELLSMERE POST OFFICE;15 N OAK ST;FELLSMERE;FL;32948;7725718315
NASSAU COUNTY PUBLIC LIBRARY SYSTEM - FERNANDINA BEACH BRANCH;25 N 4TH ST;FERNANDINA BEACH;FL;32034;9045306500
USPS FERNANDINA BEACH MAIN POST OFFICE;1997 SADLER RD;FERNANDINA BEACH;FL;32034;9044914680
USPS FLEMING ISLAND POST OFFICE;1880 EASTWEST PKWY;FLEMING ISLAND;FL;32003;9042648913
