facilityName;streetAdress;city;state;zipCode;publicPhone
LOUISVILLE MIDDLETOWN POST OFFICE;119 EVERGREEN RD.;LOUISVILLE;KY;40243;5022444783
LYNDON POST OFFICE;8127 LAGRANGE RD.;LOUISVILLE;KY;40222;5024254547
OKOLONA POST OFFICE;7400 JEFFERSON BLVD;LOUISVILLE;KY;40219;5029668049
SHIVELY POST OFFICE;3131 CRUMS LANE;LOUISVILLE;KY;40216;5024492657
ST MATTHEWS POST OFFICE;4600 SHELBYVILLE RD;LOUISVILLE;KY;40207;5028933546
STANDIFORD POST OFFICE;4440 CRITTENDEN DR;LOUISVILLE;KY;40221;5023755890
HOPKINS COUNTY CLERKS OFFICE;24 UNION STREET;MADISONVILLE;KY;42431;2708217361
MAYFIELD POST OFFICE;225 W BROADWAY;MAYFIELD;KY;42066;2702471305
MAYSVILLE POST OFFICE;131 E 3RD ST;MAYSVILLE;KY;41056;6065643461
MIDDLESBORO POST OFFICE;201 NORTH 20TH ST;MIDDLESBORO;KY;40965;6062483690
MONTICELLO POST OFFICE;65 BARNES DR;MONTICELLO;KY;42633;6063485291
MOREHEAD POST OFFICE;700 W FIRST ST;MOREHEAD;KY;40351;6067845556
MOUNT STERLING POST OFFICE;108 WEST LOCUST STREET;MOUNT STERLING;KY;40353;8594982258
MT VERNON POST OFFICE;380 RICHMOND ST;MT. VERNON;KY;40456;6062562717
MUNFORDVILLE POST OFFICE;215 S WASHINGTON STREET;MUNFORDVILLE;KY;42765;2705245500
CALLOWAY COUNTY PUBLIC LIBRARY;710 MAIN STREET;MURRAY;KY;42071;2707532288
NAZARETH POST OFFICE;85 VILLAGE DR;NAZARETH;KY;40048;5023483751
NEWPORT CLERK OFFICE;998 MONMOUTH ST;NEWPORT;KY;41071;8592923666
NICHOLASVILLE POST OFFICE;410 S MAIN ST;NICHOLASVILLE;KY;40356;8598875666
DAVIESS COUNTY CLERKS OFFICE;212 ST ANN STREET, ROOM 104;OWENSBORO;KY;42303;2706858434
OWENSBORO POST OFFICE;54 BON HARBOR HILLS;OWENSBORO;KY;42301;2706891838
OWEN COUNTY CLERK;136 W BRYAN ST;OWENTON;KY;40359;5024842213
OWENTON MAIN POST OFFICE;1065 HIGHWAY 127 N;OWENTON;KY;40359;5024842745
OWINGSVILLE POST OFFICE;95 E MAIN STREET;OWINGSVILLE;KY;40360;6066742821
PADUCAH MAIN POST OFFICE;300 S 4TH STREET;PADUCAH;KY;42003;2704445348
JOHNSON COUNTY COURT CLERK;230 COURT ST STE 124;PAINTSVILLE;KY;41240;6067892557
BOURBON COUNTY CLERK;301 MAIN ST;PARIS;KY;40361;8599872142
PARIS POST OFFICE;201 W 8TH ST;PARIS;KY;40361;8599874500
PIKEVILLE MAIN POST OFFICE;281 THOMPSON ROAD;PIKEVILLE;KY;41501;6064322146
PROSPECT POST OFFICE;9523 US HIGHWAY 42;PROSPECT;KY;40059;5022281921
MADISON COUNTY CLERKS OFFICE;101 W. MAIN STREET;RICHMOND;KY;40475;8596244703
RICHMOND  POSTAL STORE;140 N MADISON AVE;RICHMOND;KY;40475;8596235449
RUSSELL SPRINGS POST OFFICE;414 MAIN STREET;RUSSELL SPRINGS;KY;42642;2708665527
RUSSELLVILLE MAIN POST OFFICE;205 WEST 4TH ST;RUSSELLVILLE;KY;42276;2707266335
SALEM POST OFFICE;155 E MAIN STREET;SALEM;KY;42078;2709882800
MAGOFFIN COUNTY CLERK;56 EAST MAPLE STREET;SALYERSVILLE;KY;41465;6063492216
SALYERSVILLE POST OFFICE;330 E MAPLE STREET;SALYERSVILLE;KY;41465;6063493400
BULLITT COUNTY CLERKS OFFICE;149 NORTH WALNUT STREET;SHEPHERDSVILLE;KY;40165;5025432513
PULASKI COUNTY PUBLIC LIBRARY;304 SOUTH MAIN ST;SOMERSET;KY;42501;6066798401
SOMERSET POST OFFICE;119 NORTH MAPLE ST;SOMERSET;KY;42501;6066785712
TAYLORSVILLE POST OFFICE;800 TAYLORSVILLE RD;TAYLORSVILLE;KY;40071;5024778494
BOONE COUNTY PUBLIC LIBRARY SCHEBEN BRANCH;8899 U. S. HIGHWAY 42;UNION;KY;41091;8593422665
VERSAILLES POST OFFICE;149 FIELDVIEW DRIVE;VERSAILLES;KY;40383;8598733241
CITY OF VILLA HILLS;720 ROGERS RD;VILLA HILLS;KY;41017;8593411515
WEST LIBERTY POST OFFICE;398 GLENN AVE;WEST LIBERTY;KY;41472;6067434380
WHITESBURG POST OFFICE;71 HIGHWAY 119 S;WHITESBURG;KY;41858;6066332955
WHITLEY CITY POST OFFICE;1387 N  HWY 27;WHITLEY;KY;42653;6063765342
WILLIAMSBURG POST OFFICE;1000 N HIGHWAY 25 W;WILLIAMSBURG;KY;40769;6065491250
WILMORE MAIN POST OFFICE;301 E MAIN ST;WILMORE;KY;40390;8598583548
WINCHESTER POST OFFICE;120 N MAIN ST;WINCHESTER;KY;40391;8597446186
