facilityName;streetAdress;city;state;zipCode;publicPhone
FCPL-C. BURR ARTZ PUBLIC LIBRARY;110 E. PATRICK ST.;FREDERICK;MD;21701;3016003769
USPS FREDERICK POST OFFICE;201 E PATRICK STREET;FREDERICK;MD;21701;3016248019
USPS FRIENDSVILLE POST OFFICE;836 FIRST AVENUE;FRIENDSVILLE;MD;21531;3017465985
USPS FRUITLAND POST OFFICE;201 E MAIN STREET;FRUITLAND;MD;21826;4107496677
USPS FT MEADE POST OFFICE;2789 MACARTHUR ROAD;FT MEADE;MD;20755;3016217071
USPS FULTON POST OFFICE;11831 SCAGGSVILLE ROAD;FULTON;MD;20759;3016043425
USPS FUNKSTOWN POST OFFICE;29 FREDERICK ROAD;FUNKSTOWN;MD;21734;3017977331
CITY OF GAITHERSBURG;31 SOUTH SUMMIT AVENUE;GAITHERSBURG;MD;20877;3012586330
USPS DIAMOND FARMS POST OFFICE;23 FIRSTFIELD ROAD;GAITHERSBURG;MD;20878;3012083735
USPS GAITHERSBURG POST OFFICE;21 SOUTH SUMMIT AVENUE;GAITHERSBURG;MD;20877;3012083703
USPS MONTGOMERY VILLAGE POST OFFICE;10079 STEDWICK ROAD;GAITHERSBURG;MD;20879;3012083718
USPS GAMBRILLS POST OFFICE;388 GAMBRILLS ROAD;GAMBRILLS;MD;21054;4109231554
USPS GERMANTOWN POST OFFICE;12774 WISTERIA DRIVE;GERMANTOWN;MD;20874;3014280039
USPS GLEN ARM POST OFFICE;12112 LONG GREEN PIKE;GLEN ARM;MD;21057;4105929658
USPS GLEN BURNIE POST OFFICE;7596 RITCHIE HWY;GLEN BURNIE;MD;21061;4107668882
GLENELG POST OFFICE;3900 TEN OAKS ROAD;GLENELG;MD;21737;4105315016
GLYNDON POST OFFICE;2 RAILROAD AVENUE;GLYNDON;MD;21071;4105173184
USPS GRASONVILLE POST OFFICE;4307  MAIN ST;GRASONVILLE;MD;21638;4108277322
PGCML-GREENBELT BRANCH;11 CRESCENT RD;GREENBELT;MD;20770;3013455800
USPS GREENBELT POST OFFICE;7600 ORA GLEN DR;GREENBELT;MD;20770;3013451722
USPS GREENSBORO MAIN POST OFFICE;202 W. SUNSET  AVENUE;GREENSBORO;MD;21639;4104828366
USPS HAGERSTOWN POST OFFICE;44 WEST FRANKLIN STREET;HAGERSTOWN;MD;21740;3017978101
WASHINGTON COUNTY LIBRARY-FLETCHER BRANCH;100 SOUTH POTOMAC ST.;HAGERSTOWN;MD;21740;3017393250
NORTH CARROLL BRANCH LIBRARY;2255 HANOVER PIKE;HAMPSTEAD;MD;21074;4103864480
USPS HAMPSTEAD POST OFFICE;4005 HOUCK AVENUE;HAMPSTEAD;MD;21074;4103743035
USPS HARWOOD POST OFFICE;4450 SOLOMONS ISLAND RD.;HARWOOD;MD;20776;4108673800
USPS HUGHESVILLE POST OFFICE;15485 PRINCE FREDERICK ROAD;HUGHESVILLE;MD;20637;3012743133
USPS HYATTSVILLE POST OFFICE;4325 GALLATIN STREET;HYATTSVILLE;MD;20781;3012098901
USPS LANDOVER HILLS POST OFFICE;7400 BUCHANAN STREET;HYATTSVILLE;MD;20784;3017313423
USPS INDIAN HEAD POST OFFICE;4050 INDIAN HEAD HIGHWAY;INDIAN HEAD;MD;20640;3017433911
USPS JESSUP POST OFFICE;2851 JESSUP ROAD;JESSUP;MD;20794;3016211082
USPS KENSINGTON POST OFFICE;10325 KENSINGTON PARKWAY;KENSINGTON;MD;20895;3019492863
USPS KINGSVILLE POST OFFICE;7363 SUNSHINE AVENUE;KINGSVILLE;MD;21087;4105923503
LARGO-KETTERING LIBRARY;9601 CAPITAL LANE;LARGO;MD;20774;3013364044
USPS LARGO - KETTERING POST OFFICE;9801 APOLLO DRIVE;LARGO;MD;20774;3019256353
CITY OF LAUREL;8103 SANDY SPRINGS ROAD;LAUREL;MD;20707;3017255300
PGC MEMORIAL LIBRARY-LAUREL BRANCH;507 7TH STREET;LAUREL;MD;20707;3017766790
USPS LEXINGTON PARK POST OFFICE;21745 SOUTH CORAL DRIVE;LEXINGTON PARK;MD;20653;3018622380
USPS LINTHICUM HEIGHTS POST OFFICE;515 S CAMP MEADE ROAD;LINTHICUM HEIGHTS;MD;21090;4108599886
USPS LOTHIAN POST OFFICE;5471 SOUTHERN MARYLAND BOULEVARD;LOTHIAN;MD;20711;3015743558
USPS LUTHERVILLE TIMONIUM POST OFFICE;9603 DEERECO ROAD;LUTHERVILLE;MD;21093;4102520741
USPS MARYDEL POST OFFICE;114 HALLTOWN ROAD;MARYDEL;MD;21649;4104828081
USPS MIDDLE RIVER BRANCH POST OFFICE;200 WILSON POINT ROAD;MIDDLE RIVER;MD;21220;4103474275
USPS MIDDLETOWN POST OFFICE;7227 HOLLOW ROAD;MIDDLETOWN;MD;21769;3013716880
USPS MILLERSVILLE POST OFFICE;221 NAJOLES ROAD;MILLERSVILLE;MD;21108;4109873468
USPS MONKTON POST OFFICE;16944 YORK ROAD;MONKTON;MD;21111;4103578869
USPS MOUNT AIRY POST OFFICE;505 WINDY KNOLL DR.;MOUNT AIRY;MD;21771;3018291199
USPS MOUNT RAINIER POST OFFICE;3709 RHODE ISLAND AVENUE;MOUNT RAINIER;MD;20712;3016998856
USPS MYERSVILLE POST OFFICE;1 WOLFSVILLE ROAD;MYERSVILLE;MD;21773;3012931180
PGCML - NEW CARROLLTON;7414 RIVERDALE RD;NEW CARROLLTON;MD;20784;3014596900
USPS NEW MARKET POST OFFICE;168 W MAIN STREET;NEW MARKET;MD;21774;3018653333
USPS NORTH BEACH POST OFFICE;9132A BAY AVENUE;NORTH BEACH;MD;20714;3018121597
BCPL - WHITE MARSH BRANCH;8133 SANDPIPER CIRCLE;NOTTINGHAM;MD;21236;4108875097
TOWN OF OCEAN CITY;301 N BALTIMORE AVENUE;OCEAN CITY;MD;21842;4102898824
USPS OCEAN CITY POST OFFICE;7101 COSTAL HIGHWAY;OCEAN CITY;MD;21842;4105247611
USPS ODENTON POST OFFICE;1177 ANNAPOLIS ROAD;ODENTON;MD;21113;4105512520
PGCML-OXON HILL BRANCH;6200 OXON HILL RD;OXON HILL;MD;20745;3018392400
USPS OXON HILL POST OFFICE;6316 OXON HILL RD;OXON HILL;MD;20745;3018395617
USPS PARKVILLE BRANCH POST OFFICE;8201 HARFORD ROAD;PARKVILLE;MD;21234;4103474275
USPS PATUXENT RIVER POST OFFICE;459 CEDAR POINT ROAD;PATUXENT RIVER;MD;20670;3013427641
PERRY HALL POST OFFICE;8744 BELAIR ROAD;PERRY HALL;MD;21128;4102561014
USPS PIKESVILLE FINANCE OFFICE;1325 BEDFORD AVENUE;PIKESVILLE;MD;21208;4103474275
POINT OF ROCKS POST OFFICE;1597 BOWIS DRIVE;POINT OF ROCKS;MD;21777;3018742131
USPS POMFRET MAIN OFFICE;8205 MARSHALL CORNER RD.;POMFRET;MD;20675;3019343117
